Guid;Kursus
90FE54AB-8BD9-4CAA-BF5C-E37D31DADEFD;02243 Adgangskontrol og distribuerede systemer Jan 11
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02267 reexam spring 09
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02159 Operativsystemer E09
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02156 Formelle Logiske Systemer E09
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02233 Netværkssikkerhed F09
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02142 Semantik og inferenssystemer F09
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02242 Program analyse F09
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02242 Program analyse E08
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02299 Analyse teknikker E08
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02855 Introduktion til E-business (projektkursus) Jun 09
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02241 Robust Programmering i .NET E08
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02238 Biometriske Systemer Jun 09
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02267 Software Development of Web Services E08
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02232 Anvendt Kryptografi E08
41EC79FD-C791-4E2A-ADE4-63A6A30EC9CC;02815 Web 2.0 og mobil teknologier E08
C126B7C6-0803-40B8-8D86-D29A91F369BC;02409 Multivariat statistik E08
C126B7C6-0803-40B8-8D86-D29A91F369BC;02413 Statistisk kvalitetskontrol E08
C126B7C6-0803-40B8-8D86-D29A91F369BC;02417 Tidsrækkeanalyse E08
5CF4B2B0-755F-440E-8B3A-CBB3AE0BD096;02631 Indledende programmering med Matlab E08
1898BAA9-E966-4F31-A255-B1AB187BB80B;01035 Matematik 2 F11
1898BAA9-E966-4F31-A255-B1AB187BB80B;02633 Indledende programmering med Matlab Jan 11
1898BAA9-E966-4F31-A255-B1AB187BB80B;02102 Indledende programmering F10
1898BAA9-E966-4F31-A255-B1AB187BB80B;01035 Matematik 2 E10
4247EDB8-E05D-4A60-A924-97EC1A390235;02417 Tidsrækkeanalyse F11
4247EDB8-E05D-4A60-A924-97EC1A390235;02610 Optimering og datafitting E11
4247EDB8-E05D-4A60-A924-97EC1A390235;02443 Stokastisk simulation Jun 11
4247EDB8-E05D-4A60-A924-97EC1A390235;02413 Statistisk kvalitetskontrol E10
4247EDB8-E05D-4A60-A924-97EC1A390235;02409 Multivariat statistik E10
4247EDB8-E05D-4A60-A924-97EC1A390235;02393 Programmering i C++ E11
4247EDB8-E05D-4A60-A924-97EC1A390235;02411 Statistisk forsøgsplanlægning F11
7366A62A-87D2-4C82-A68A-16E4F085ED20;02285 Kunstig intelligens og multiagent-systemer F11
7366A62A-87D2-4C82-A68A-16E4F085ED20;02351 Microsoft Application Development Foundation with C# - (Certification preparation) F11
7366A62A-87D2-4C82-A68A-16E4F085ED20;02225 Tidstro systemer F11
305FA3B8-914C-436A-ACF3-DA939E6B91B8;02631 Indledende programmering med Matlab F11
EC4D74FB-6A8A-43CE-8A27-434C418AD334;02411 Statistisk forsøgsplanlægning
EC4D74FB-6A8A-43CE-8A27-434C418AD334;02433 Skjulte Markov modeller
040AEE11-DC49-4045-9582-D41B3D9E2724;01227 Grafteori
040AEE11-DC49-4045-9582-D41B3D9E2724;02263 Formelle Aspekter af Software Engineering
040AEE11-DC49-4045-9582-D41B3D9E2724;02180 Introduktion til kunstig intelligens
4D8098AC-6AA5-4A1B-8929-A3BF3A6DCBBE;02637 Videregående Matlab programmering
AFEDFE50-85B6-4F3A-9733-F663400FCD0A;02409 Multivariat statistik E08
08D2E78B-9902-4FD0-BD43-2B3E6182CD66;02454 Introduktion til Kognitiv Psykologi E08
32C5F63C-3A88-43C0-9ABD-476CCEC7EAB6;02417 Tidsrækkeanalyse F11
32C5F63C-3A88-43C0-9ABD-476CCEC7EAB6;02671 Scientific Computing in Geoscience E11
32C5F63C-3A88-43C0-9ABD-476CCEC7EAB6;02411 Statistisk forsøgsplanlægning F11
AC3DBCB2-406B-4589-96E6-B0EFDC86E0BE;02223 Fundamentale Modeller for Moderne Indlejrede Systemer E09
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02238 Biometriske Systemer Jun 11
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02612 Optimering med bibetingelser E10
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02457 Signalbehandling i ikke-lineære systemer E08
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02443 Stokastisk simulation Jun 10
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02817 Personalisering og metadata modeller F10
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02402 Introduktion til statistik  E09
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02501 Billedanalyse, vision og computer grafik E08
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02625 Computational Science in Imaging Jan 10
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02158 Parallelprogrammering E09
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02610 Optimering og datafitting E10
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02583 Avanceret Computerintensiv Dataanalyse F11
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02585 Beregninger på geometrisk data E11
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02110 Algoritmer og Datastrukturer 2 E11
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02459 Machine Learning og Signalbehandling F09
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02505 Medicinsk billedanalyse E10
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02417 Tidsrækkeanalyse E10
F420803F-BB36-4116-B4AA-82F24B0F1FC0;02110 Algoritmer og Datastrukturer II E09
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02102 Indledende programmering F10
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;01227 Grafteori F10
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02417 Tidsrækkeanalyse E11
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02105 Algoritmer og Datastrukturer I F10
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02405 Sandsynlighedsregning E09
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02405 Sandsynlighedsregning F10
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02623 Finite Element Metoden for partielle differentialligninger Jan 12
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02393 Programmering i C++
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02110 Algoritmer og Datastrukturer 2 E10
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02403 Introduktion til statistik  Jun 09
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;01035 Matematik 2 E09
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02501 Billedanalyse, vision og computer grafik E09
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02121 Ingeniørarbejde  E08
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02633 Indledende programmering med Matlab Jan 09
034DBC38-360A-4F99-81DC-E1F9CDE42CBD;02603 Modellering og beregninger F09
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02261 Usability engineering Jan 10
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02813 Innovation og digitale medier E09
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02811 Menneske maskine interaktion og design E08
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02814 Agil udvikling af digitale medier F09
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02162 Software Engineering 2 E09
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02827 Prototypeudvikling af mobile applikationer F10
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02291 System integration F09
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02454 Introduktion til Kognitiv Psykologi E09
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02180 Introduktion til kunstig intelligens F09
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02817 Personalisering og metadata modeller F10
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02239 Datasikkerhed E09
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02285 Kunstig intelligens og multiagent-systemer F10
D9C77F65-1EF8-4062-A27A-9AD2E3C2FD3F;02403 Introduktion til statistik  Jun 10
2F1136D8-CF19-433B-9941-2BD444BB174E;02413 Statistisk kvalitetskontrol E08
2C25A521-F2F4-4148-8011-103355634E67;02285 Kunstig intelligens og multiagent-systemer F11
2C25A521-F2F4-4148-8011-103355634E67;02350 Windows Programming using C# and .Net E10
2C25A521-F2F4-4148-8011-103355634E67;01035 Matematik 2 E08
2C25A521-F2F4-4148-8011-103355634E67;02402 Introduktion til statistik  E08
629C26E8-26ED-48C2-B7B3-25BFFAAF96C7;02633 Indledende programmering med Matlab Jun 08
629C26E8-26ED-48C2-B7B3-25BFFAAF96C7;01035 Matematik 2 E08
629C26E8-26ED-48C2-B7B3-25BFFAAF96C7;02402 Introduktion til statistik  E08
200845CB-5326-4EFC-A228-1288E576B2E2;02633 Indledende programmering med Matlab Jun 08
200845CB-5326-4EFC-A228-1288E576B2E2;01227 Grafteori F10
200845CB-5326-4EFC-A228-1288E576B2E2;01035 Matematik 2 E08
087BDD27-0B7F-402C-985C-9BF8DEE24168;02633 Indledende programmering med Matlab Jun 08
087BDD27-0B7F-402C-985C-9BF8DEE24168;02402 Introduktion til statistik  F09
087BDD27-0B7F-402C-985C-9BF8DEE24168;01035 Matematik 2 E08
087BDD27-0B7F-402C-985C-9BF8DEE24168;02402 Introduktion til statistik  E08
5A768405-12CE-4C27-B12F-D90277A3720A;02403 Introduktion til statistik  Jun 09
5A768405-12CE-4C27-B12F-D90277A3720A;02633 Indledende programmering med Matlab Jan 10
8FEE6F4F-1240-4573-A841-AEF46D9F999F;02323 Sandsynlighedsregning og Statistik  E08
8FEE6F4F-1240-4573-A841-AEF46D9F999F;01035 Matematik 2 F11
8FEE6F4F-1240-4573-A841-AEF46D9F999F;01035 Matematik 2 E10
8FEE6F4F-1240-4573-A841-AEF46D9F999F;02323 Sandsynlighedsregning og Statistik  E09
5FD24000-968E-4EFD-A72D-3DDCB96FF623;02403 Introduktion til statistik  Jun 08
5FD24000-968E-4EFD-A72D-3DDCB96FF623;01227 Grafteori F10
5FD24000-968E-4EFD-A72D-3DDCB96FF623;02405 Sandsynlighedsregning F09
5FD24000-968E-4EFD-A72D-3DDCB96FF623;02417 Tidsrækkeanalyse E09
5FD24000-968E-4EFD-A72D-3DDCB96FF623;02612 Optimering med bibetingelser E09
5FD24000-968E-4EFD-A72D-3DDCB96FF623;02610 Optimering og datafitting E09
5FD24000-968E-4EFD-A72D-3DDCB96FF623;02501 Billedanalyse, vision og computer grafik E08
5FD24000-968E-4EFD-A72D-3DDCB96FF623;01035 Matematik 2 E08
5FD24000-968E-4EFD-A72D-3DDCB96FF623;02623 Finite Element Metoden for partielle differentialligninger Jan 11
5FD24000-968E-4EFD-A72D-3DDCB96FF623;02393 Programmering i C++ E10
202CAA73-6CB3-4056-9FF4-53940F1A1484;02403 Introduktion til statistik  Jun 08
202CAA73-6CB3-4056-9FF4-53940F1A1484;02505 Medicinsk billedanalyse E10
202CAA73-6CB3-4056-9FF4-53940F1A1484;02507 Projektarbejde inden for billedanalyse og computer grafik Jan 11
202CAA73-6CB3-4056-9FF4-53940F1A1484;02625 Computational Science in Imaging Jan 12
202CAA73-6CB3-4056-9FF4-53940F1A1484;02685 Scientific Computing for differentialligninger F10
202CAA73-6CB3-4056-9FF4-53940F1A1484;02417 Tidsrækkeanalyse F10
202CAA73-6CB3-4056-9FF4-53940F1A1484;02393 Programmering i C++ E11
202CAA73-6CB3-4056-9FF4-53940F1A1484;02507 Projektarbejde inden for billedanalyse, computer grafik og optimering Jan 09
202CAA73-6CB3-4056-9FF4-53940F1A1484;01035 Matematik 2 F09
202CAA73-6CB3-4056-9FF4-53940F1A1484;01035 Matematik 2 E08
202CAA73-6CB3-4056-9FF4-53940F1A1484;02513 Industriel billedanalyse Jun 10
202CAA73-6CB3-4056-9FF4-53940F1A1484;02416 Likelihood og Lineære Modeller E09
202CAA73-6CB3-4056-9FF4-53940F1A1484;02409 Multivariat statistik E11
202CAA73-6CB3-4056-9FF4-53940F1A1484;02393 Programmering i C++ E10
202CAA73-6CB3-4056-9FF4-53940F1A1484;02405 Sandsynlighedsregning E09
202CAA73-6CB3-4056-9FF4-53940F1A1484;02612 Optimering med bibetingelser E09
202CAA73-6CB3-4056-9FF4-53940F1A1484;02503 Videregående billedanalyse
202CAA73-6CB3-4056-9FF4-53940F1A1484;02610 Optimering og datafitting E09
202CAA73-6CB3-4056-9FF4-53940F1A1484;02582 Computerintensiv Dataanalyse
202CAA73-6CB3-4056-9FF4-53940F1A1484;02501 Billedanalyse, vision og computer grafik E08
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;01227 Grafteori F09
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02619 Model Prædiktiv Regulering E11
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02403 Introduktion til statistik  Jun 08
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02931 Videnskabelige GPU beregninger F11
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02623 Elementmetoden for partielle differentialligninger Jan 10
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02610 Optimering og datafitting E09
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02616 Storskala modellering F11
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02637 Videregående Matlab programmering F11
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;01035 Matematik 2 E08
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02451 Digital signalbehandling E10
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02612 Optimering med bibetingelser E10
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02454 Introduktion til Kognitiv Psykologi E10
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02614 High-performance computing Jan 11
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02443 Stokastisk simulation Jun 09
A5439B33-3363-4C33-8AE2-59C4BE44F0A2;02685 Scientific Computing for differentialligninger F10
9ABEFAB3-0661-4227-B984-9884525A5A4C;02855 Introduktion til E-business (projektkursus) Jun 08
1A214B5A-2DC8-405A-9282-BD4A5E680EBC;02530 Festivalkursus - people Tracking at the Roskilde Festival Jun 10
1A214B5A-2DC8-405A-9282-BD4A5E680EBC;02405 Sandsynlighedsregning E09
1A214B5A-2DC8-405A-9282-BD4A5E680EBC;01035 Matematik 2 E09
8D654143-1AB8-4ACF-82B0-153BC93304B2;02817 Personalisering og metadata modeller F09
8D654143-1AB8-4ACF-82B0-153BC93304B2;02170 Database Systemer F09
8D654143-1AB8-4ACF-82B0-153BC93304B2;02265 Advanced Topics in Software Engineering F09
8D654143-1AB8-4ACF-82B0-153BC93304B2;02206 Design af integrerede kredsløb F09
8D654143-1AB8-4ACF-82B0-153BC93304B2;02285 Kunstig intelligens og multiagent-systemer F09
8D654143-1AB8-4ACF-82B0-153BC93304B2;02115 Java-programmering E08
8D654143-1AB8-4ACF-82B0-153BC93304B2;02242 Program analyse E08
8D654143-1AB8-4ACF-82B0-153BC93304B2;02288 Avancerede databaser E08
8D654143-1AB8-4ACF-82B0-153BC93304B2;02291 System integration F09
8D654143-1AB8-4ACF-82B0-153BC93304B2;02238 Biometriske Systemer Jun 09
8D654143-1AB8-4ACF-82B0-153BC93304B2;02267 Software Development of Web Services E08
DF628DC0-7CD0-4269-8E32-BBCB23DE5817;02405 Sandsynlighedsregning E11
DF628DC0-7CD0-4269-8E32-BBCB23DE5817;02593 Statistik E10
DF628DC0-7CD0-4269-8E32-BBCB23DE5817;02323 Sandsynlighedsregning og Statistik  E10
CFF9D315-21CE-4CD4-80DB-3C19B4C0B2BB;02402 Introduktion til statistik  E08
52EBEEC4-D568-4FA0-8FA8-035836383F36;02246 Modellering og validering af processer E10
52EBEEC4-D568-4FA0-8FA8-035836383F36;02443 Stokastisk simulation Jun 10
52EBEEC4-D568-4FA0-8FA8-035836383F36;02623 Finite Element Metoden for partielle differentialligninger Jan 11
52EBEEC4-D568-4FA0-8FA8-035836383F36;02409 Multivariat statistik E11
52EBEEC4-D568-4FA0-8FA8-035836383F36;02409 Multivariat statistik E10
52EBEEC4-D568-4FA0-8FA8-035836383F36;02685 Scientific Computing for differentialligninger F11
52EBEEC4-D568-4FA0-8FA8-035836383F36;02490 Forundersøgelse af din projektidé F11
52EBEEC4-D568-4FA0-8FA8-035836383F36;02458 Kognitiv Modellering F11
52EBEEC4-D568-4FA0-8FA8-035836383F36;02411 Statistisk forsøgsplanlægning E10
52EBEEC4-D568-4FA0-8FA8-035836383F36;02411 Statistisk forsøgsplanlægning E11
52EBEEC4-D568-4FA0-8FA8-035836383F36;02115 Java-programmering E11
52EBEEC4-D568-4FA0-8FA8-035836383F36;02411 Statistisk forsøgsplanlægning F10
52EBEEC4-D568-4FA0-8FA8-035836383F36;02454 Introduktion til Kognitiv Psykologi E10
85EB69DB-8818-4609-A30B-4F01CF25C64D;02601 Introduktion til numeriske algoritmer
85EB69DB-8818-4609-A30B-4F01CF25C64D;02405 Sandsynlighedsregning
85EB69DB-8818-4609-A30B-4F01CF25C64D;02525 Introduktion til Matematik og teknologi
C6480B6B-A014-47FC-89E8-ED9F01DF0837;02409 Multivariat statistik E08
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02239 Datasikkerhed E09
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02242 Program Analyse E11
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02223 Fundamentale Modeller for Moderne Indlejrede Systemer E09
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02159 Operativsystemer E09
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02220 Distribuerede systemer
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02614 High-Performance Computing Jan 12
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02232 Anvendt Kryptografi E09
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02241 Robuste Software Systemer
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02283 Algoritmer for store datamængder
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02180 Introduktion til kunstig intelligens F10
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02157 Funktionsprogrammering E11
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02565 Computer Animation og Modellering F10
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02827 Prototypeudvikling af mobile applikationer F10
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02165 Udvikling af Software Produkter Jan 10
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02211 Videregående computerarkitektur
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02561 Computer grafik E09
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02158 Parallelprogrammering E11
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02233 Netværkssikkerhed F10
A20C0B3D-030C-419E-BF1A-DB3575FE6B85;02246 Model Tjek E11
506A158B-9AB4-4973-83C2-E4EE56E9ECF4;02631 Indledende programmering med Matlab E09
506A158B-9AB4-4973-83C2-E4EE56E9ECF4;02417 Tidsrækkeanalyse F11
0A99E3EB-9CF2-481D-A181-80AA6DE5CB7E;01035 Matematik 2
0A99E3EB-9CF2-481D-A181-80AA6DE5CB7E;02569 Lys & Materialer E11
0A99E3EB-9CF2-481D-A181-80AA6DE5CB7E;01035 Matematik 2 E11
EBC55B3E-E0FC-4A88-A81D-0497F900F19E;02158 Parallelprogrammering E10
BC834512-5494-47AC-8D98-5FD3C56AA348;02402 Introduktion til statistik  E10
11C3247E-08BF-461D-8A3A-21861AE9C5F6;02633 Indledende programmering med Matlab Jan 09
11C3247E-08BF-461D-8A3A-21861AE9C5F6;01035 Matematik 2 F09
11C3247E-08BF-461D-8A3A-21861AE9C5F6;01035 Matematik 2 E08
8852DD92-8D62-4E5F-BA8C-BF41CC6B6902;02393 Programmering i C++ E08
8852DD92-8D62-4E5F-BA8C-BF41CC6B6902;02137 Laboratoriekursus i udvikling af digitale systemer Jan 09
8852DD92-8D62-4E5F-BA8C-BF41CC6B6902;02393 Programmering i C++ F09
8852DD92-8D62-4E5F-BA8C-BF41CC6B6902;02402 Introduktion til statistik  E09
8852DD92-8D62-4E5F-BA8C-BF41CC6B6902;02115 Java-programmering E09
8852DD92-8D62-4E5F-BA8C-BF41CC6B6902;02288 Avancerede databaser E09
8852DD92-8D62-4E5F-BA8C-BF41CC6B6902;02207 Videregående teknikker for digital design E09
8852DD92-8D62-4E5F-BA8C-BF41CC6B6902;02170 Database Systemer F09
03601403-0BA5-417A-9586-C3AB78F3B808;02633 Indledende programmering med Matlab Jan 11
03601403-0BA5-417A-9586-C3AB78F3B808;02402 Introduktion til statistik  E09
E551D1AE-1C37-4C97-A9C6-83844FDFDC61;02631 Indledende programmering med Matlab E09
E551D1AE-1C37-4C97-A9C6-83844FDFDC61;02403 Introduktion til statistik  Jun 09
1EF42083-E9AF-4AE9-BADE-292817E71134;02631 Indledende programmering med Matlab E11
1EF42083-E9AF-4AE9-BADE-292817E71134;02115 Java-programmering E09
4CD1ECD5-78D8-476F-82A2-361B9F269C26;02633 Indledende programmering med Matlab Jun 09
4CD1ECD5-78D8-476F-82A2-361B9F269C26;02402 Introduktion til statistik  F10
2DECB52B-0026-479C-AE32-BC1AD9955304;02633 Indledende programmering med Matlab Jun 09
2DECB52B-0026-479C-AE32-BC1AD9955304;02402 Introduktion til statistik  E11
2DECB52B-0026-479C-AE32-BC1AD9955304;02402 Introduktion til statistik  E09
2DECB52B-0026-479C-AE32-BC1AD9955304;02403 Introduktion til statistik  Jun 11
DEDB698E-7B9B-459A-9DCA-91FDBB66536C;01035 Matematik 2
75568741-4DA8-4E35-BC00-18EF5AD51747;02441 Anvendt statistik og statistisk programmel Jan 10
5C52636C-ACEC-4D20-BC1F-54848EEEAE38;02233 Netværkssikkerhed F11
5C52636C-ACEC-4D20-BC1F-54848EEEAE38;02393 Programmering i C++ F11
5C52636C-ACEC-4D20-BC1F-54848EEEAE38;02264 Kravspecifikation E11
3BA96275-9E85-4784-95CA-6BA23977BE0B;02561 Computer grafik E11
3BA96275-9E85-4784-95CA-6BA23977BE0B;02562 Rendering - Introduktion E11
3BA96275-9E85-4784-95CA-6BA23977BE0B;02159 Operativsystemer E11
3BA96275-9E85-4784-95CA-6BA23977BE0B;02402 Introduktion til statistik  E11
437AE005-003B-4AAD-8EF0-5528B3EC59A1;02409 Multivariat statistik E11
C0A6E0F1-6611-45B2-A09F-652D57099E65;02457 Signalbehandling i ikke-lineære systemer E11
C0A6E0F1-6611-45B2-A09F-652D57099E65;02459 Machine Learning og Signalbehandling
D1C358FA-C90B-4D58-A673-4181C96D753B;02616 Storskala modellering F10
D1C358FA-C90B-4D58-A673-4181C96D753B;02614 High-performance computing Jan 10
D1C358FA-C90B-4D58-A673-4181C96D753B;02921 ITMAN seminarrække
B94C7203-829D-4180-AF7F-89FEE82A3015;02393 Programmering i C++ E08
B94C7203-829D-4180-AF7F-89FEE82A3015;02633 Indledende programmering med Matlab Jun 09
B94C7203-829D-4180-AF7F-89FEE82A3015;02335 Netteknologi A E08
B94C7203-829D-4180-AF7F-89FEE82A3015;02811 Menneske maskine interaktion E11
B94C7203-829D-4180-AF7F-89FEE82A3015;02333 Parallelle og tidstro systemer E08
B94C7203-829D-4180-AF7F-89FEE82A3015;02330 Distribuerede indlejrede systemer E08
B94C7203-829D-4180-AF7F-89FEE82A3015;02355 Netteknologi B E09
B94C7203-829D-4180-AF7F-89FEE82A3015;02820 Python programmering E11
B94C7203-829D-4180-AF7F-89FEE82A3015;02225 Tidstro systemer F11
B94C7203-829D-4180-AF7F-89FEE82A3015;02261 Usability engineering Jan 11
B94C7203-829D-4180-AF7F-89FEE82A3015;02340 Datamat arkitektur F09
B94C7203-829D-4180-AF7F-89FEE82A3015;02350 Windows Programming using C# and .Net E09
B94C7203-829D-4180-AF7F-89FEE82A3015;02815 Web 2.0 og mobil interaktion E10
B94C7203-829D-4180-AF7F-89FEE82A3015;02162 Software Engineering 2 E10
B94C7203-829D-4180-AF7F-89FEE82A3015;02813 Innovation og digitale medier E10
B94C7203-829D-4180-AF7F-89FEE82A3015;02351 Microsoft Application Development Foundation with C# - (Certification preparation) F11
B94C7203-829D-4180-AF7F-89FEE82A3015;02357 Array-baseret logik og systemer F09
B94C7203-829D-4180-AF7F-89FEE82A3015;02326 Algoritmer og Datastrukturer F10
B94C7203-829D-4180-AF7F-89FEE82A3015;02817 Personalisering og metadata modeller F11
B94C7203-829D-4180-AF7F-89FEE82A3015;02267 Software-udvikling af Webtjenester E11
B94C7203-829D-4180-AF7F-89FEE82A3015;02321 Hardware/software programmering F09
B94C7203-829D-4180-AF7F-89FEE82A3015;02332 Compilerteknik E09
B94C7203-829D-4180-AF7F-89FEE82A3015;02333 Parallelle og tidstro systemer E09
B94C7203-829D-4180-AF7F-89FEE82A3015;02814 Agil udvikling af digitale medier F11
B94C7203-829D-4180-AF7F-89FEE82A3015;02110 Algoritmer og Datastrukturer 2 E11
B94C7203-829D-4180-AF7F-89FEE82A3015;02825 Computerspil Prototyper E11
C37AD5D5-E565-460C-8A03-E47555835916;02411 Statistisk forsøgsplanlægning
9C87EECB-02A7-47EF-80B7-599155DA929E;02402 Introduktion til statistik  E08
6B39C625-E14B-4E24-9D63-248FF1F3F302;02633 Indledende programmering med Matlab Jun 08
208ED050-3955-4398-A40D-D4A053911694;02633 Indledende programmering med Matlab Jan 11
208ED050-3955-4398-A40D-D4A053911694;01035 Matematik 2 F10
208ED050-3955-4398-A40D-D4A053911694;02402 Introduktion til statistik  E10
AB8285CF-A335-45F6-91C8-2893E9C8E9F1;02633 Indledende programmering med Matlab Jan 11
AB8285CF-A335-45F6-91C8-2893E9C8E9F1;02633 Indledende programmering med Matlab Jun 11
AB8285CF-A335-45F6-91C8-2893E9C8E9F1;01035 Matematik 2 E10
AB8285CF-A335-45F6-91C8-2893E9C8E9F1;02402 Introduktion til statistik  E11
AB8285CF-A335-45F6-91C8-2893E9C8E9F1;01035 Matematik 2 E09
AB8285CF-A335-45F6-91C8-2893E9C8E9F1;01035 Matematik 2 F10
63DAF24F-D29E-4264-9BF3-6D491109DE48;02402 Introduktion til statistik  E10
63DAF24F-D29E-4264-9BF3-6D491109DE48;01035 Matematik 2 E10
63DAF24F-D29E-4264-9BF3-6D491109DE48;02633 Indledende programmering med Matlab Jun 10
4AA312BE-0F65-4148-9037-8717182794F1;02101 Indledende programmering E09
4AA312BE-0F65-4148-9037-8717182794F1;02121 Ingeniørarbejde  E08
4AA312BE-0F65-4148-9037-8717182794F1;02633 Indledende programmering med Matlab Jan 09
C676E57C-3FC9-46EE-A173-6CAC66583D7B;02503 Videregående billedanalyse F11
C676E57C-3FC9-46EE-A173-6CAC66583D7B;02505 Medicinsk billedanalyse E11
6C9931B3-FCF2-4FCF-A27D-8DDF4C84A532;02180 Introduktion til kunstig intelligens F11
6C9931B3-FCF2-4FCF-A27D-8DDF4C84A532;02170 Database Systemer F11
6C9931B3-FCF2-4FCF-A27D-8DDF4C84A532;02115 Java-programmering E11
6C9931B3-FCF2-4FCF-A27D-8DDF4C84A532;02421 Stokastisk adaptiv regulering F11
A712CE11-6389-4CA5-9070-EBC7F944970F;02242 Program Analyse E11
